Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:05:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,67477,17730,49099,138,7628,705,41,8609,2222,6009,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:07:52,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,True,85078,27016,57396,264,7682,727,0,8949,2556,6009,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:11:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,True,302029,173246,128039,1372,7628,0,47,96502,22787,73337,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:17:54,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,True,306084,173847,131494,1676,7682,0,0,99050,25316,73337,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:24:40,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,True,80973,27225,53101,107,7628,705,41,8609,0,8228,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:27:45,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,True,74629,35294,38146,147,7682,727,0,8949,0,8228,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:30:40,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,True,302095,161425,139928,1248,7628,0,47,96502,0,96121,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:37:26,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,True,329352,170436,158143,1210,7682,0,0,99050,0,96121,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:44:44,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,False,244486,31726,211933,294,7628,705,41,8609,2222,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:50:42,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,False,240947,22911,217395,112,7682,727,0,8949,2556,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-12:56:27,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,False,1345682,121116,1223715,1032,7628,0,47,96502,22787,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-13:20:42,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,False,1363281,124285,1238105,873,7682,0,0,99050,25316,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-13:45:14,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,False,250666,32445,217564,0,7628,705,41,8609,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-13:51:12,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,False,227517,23488,203322,0,7682,727,0,8949,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-13:56:45,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,False,1657086,98890,1557066,0,7628,0,47,96502,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-14:26:25,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,False,1837030,150577,1685393,0,7682,0,0,99050,0,0,378,,,,
