Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:43:06,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24991,14142,10668,428,36873,806,86,97313,59070,37116,1127,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:43:37,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24987,14337,10499,293,37319,808,47,97487,70585,26208,694,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:44:06,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,23959,11804,11998,219,37631,812,20,97644,90986,6499,159,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:44:35,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,25087,12379,12543,212,37631,812,20,97644,91007,6492,145,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:45:05,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24691,12282,12279,230,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:45:35,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,25013,15013,9854,196,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:46:04,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,23110,11496,11472,209,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:46:32,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24517,14295,10095,215,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:47:02,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,23782,11188,12425,237,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:47:31,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24686,11913,12611,242,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:48:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24879,12258,12469,199,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:48:30,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,23600,11786,11674,198,37631,812,20,97644,91083,6455,106,,,,
marketing100000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/marketing100000/11-06-00:48:59,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,24398,12739,11503,216,37631,812,20,97644,91083,6455,106,,,,
