Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:05:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,267170,131075,135717,774,5542,32,304,101652,53336,48287,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:09:39,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,True,359096,149470,209237,833,7889,57,0,127652,73463,48289,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:15:53,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,True,245447,108229,136851,671,5542,0,305,104011,54857,49125,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:20:14,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,True,376035,128419,247205,883,7889,0,0,133064,77036,49127,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:26:42,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,True,257002,117295,139349,828,5542,32,304,101652,0,101618,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:31:12,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,True,455898,130679,324805,1316,7889,57,0,127652,0,104261,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:39:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,True,255730,113682,141695,863,5542,0,305,104011,0,103977,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:43:29,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,True,466199,118180,347370,1355,7889,0,0,133064,0,106742,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-12:51:27,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,False,1136443,88735,1047220,676,5542,32,304,101652,53336,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-13:10:36,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,False,1267325,117580,1149266,705,7889,57,0,127652,73463,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-13:32:09,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,False,1075596,78984,996161,621,5542,0,305,104011,54857,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-13:50:18,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,False,1224280,127400,1096273,708,7889,0,0,133064,77036,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-14:10:56,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,False,1664639,78366,1585676,0,5542,32,304,101652,0,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-14:38:54,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,False,1803447,102535,1700341,0,7889,57,0,127652,0,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-15:09:13,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,False,1721370,81062,1639728,0,5542,0,305,104011,0,0,29,,,,
uk_road_accidents1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/uk_road_accidents1000000/11-05-15:38:07,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,False,2216096,92695,2122784,0,7889,0,0,133064,0,0,29,,,,
