Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-04-23:39:11,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,True,94953,42133,52179,273,7628,705,41,8609,2222,6009,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-04-23:42:33,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,True,72131,18412,53072,355,7682,727,0,8949,2556,6009,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-04-23:45:36,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,True,321545,159939,160870,1363,7628,0,47,96502,22787,73337,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-04-23:52:43,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,True,295352,162591,132019,1355,7682,0,0,99050,25316,73337,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-04-23:59:31,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,True,68927,19508,48771,118,7628,705,41,8609,0,8228,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:02:22,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,True,72804,28467,43703,173,7682,727,0,8949,0,8228,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:05:19,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,True,309477,165104,143658,945,7628,0,47,96502,0,96121,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:12:21,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,True,313757,171871,140908,1321,7682,0,0,99050,0,96121,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:19:26,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,True,False,213713,31726,181325,185,7628,705,41,8609,2222,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:24:38,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,True,False,198840,18150,180011,125,7682,727,0,8949,2556,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:29:47,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,True,False,1473670,112787,1359928,983,7628,0,47,96502,22787,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-00:56:10,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,True,False,1490722,111461,1378335,1028,7682,0,0,99050,25316,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-01:22:55,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,True,False,False,247053,35723,210646,0,7628,705,41,8609,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-01:28:55,Completed,MAD,POSTGRES_LOADER,0.01,1000000,True,False,False,False,257990,32930,224181,0,7682,727,0,8949,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-01:35:00,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,True,False,False,1645553,150327,1494234,0,7628,0,47,96502,0,0,378,,,,
campaign_expenditures1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/campaign_expenditures1000000/11-05-02:04:17,Completed,MAD,POSTGRES_LOADER,0.01,1000000,False,False,False,False,1538197,125849,1411384,0,7682,0,0,99050,0,0,378,,,,
