TrialID	Time	LatticeTime	DetectTime	NumGeneratedContexts	NumMADNoOutlier	NumContextsWithMaximalOutliers
795	478	30.0	440.0	1.0	0.0	1.0
796	23356	23308.0	32.0	8159.0	8159.0	0.0
797	6448	6425.0	14.0	2831.0	2831.0	0.0
798	10238	10136.0	99.0	3579.0	3576.0	3.0
799	421	30.0	386.0	1.0	0.0	1.0
800	16186	16155.0	14.0	5163.0	5163.0	0.0
801	396	22.0	369.0	1.0	0.0	1.0
802	396	22.0	366.0	1.0	0.0	1.0
803	416	22.0	384.0	1.0	0.0	1.0
804	398	22.0	366.0	1.0	0.0	1.0
805	410	25.0	381.0	1.0	0.0	1.0
806	396	22.0	367.0	1.0	0.0	1.0
807	17213	17193.0	16.0	4298.0	4298.0	0.0
808	4698	4684.0	8.0	3038.0	3038.0	0.0
809	430	30.0	390.0	1.0	0.0	1.0
810	6101	5962.0	131.0	2742.0	2741.0	1.0
811	19082	19053.0	19.0	7973.0	7973.0	0.0
812	482	30.0	444.0	1.0	0.0	1.0
813	22914	22879.0	18.0	8192.0	8192.0	0.0
814	3360	3356.0	1.0	1470.0	1470.0	0.0
815	31806	31761.0	23.0	8192.0	8192.0	0.0
816	25438	25388.0	26.0	8192.0	8192.0	0.0
817	11193	11164.0	12.0	5319.0	5319.0	0.0
818	8956	8936.0	11.0	4426.0	4426.0	0.0
819	395	22.0	369.0	1.0	0.0	1.0
820	22566	22536.0	20.0	8192.0	8192.0	0.0
821	398	22.0	370.0	1.0	0.0	1.0
822	418	24.0	389.0	1.0	0.0	1.0
823	418	29.0	380.0	1.0	0.0	1.0
824	15302	15161.0	134.0	5106.0	5104.0	2.0
825	396	21.0	367.0	1.0	0.0	1.0
826	15533	15505.0	17.0	6285.0	6285.0	0.0
827	11432	11415.0	12.0	5046.0	5046.0	0.0
828	407	23.0	379.0	1.0	0.0	1.0
829	3230	3091.0	135.0	968.0	964.0	4.0
830	7851	7837.0	6.0	2335.0	2335.0	0.0
831	425	22.0	396.0	1.0	0.0	1.0
832	14321	14299.0	15.0	5187.0	5187.0	0.0
833	429	22.0	397.0	1.0	0.0	1.0
834	14429	14409.0	9.0	4127.0	4127.0	0.0
835	13196	13171.0	15.0	5296.0	5296.0	0.0
836	31817	31769.0	31.0	8192.0	8192.0	0.0
837	448	22.0	419.0	1.0	0.0	1.0
838	10093	10059.0	20.0	5233.0	5233.0	0.0
839	482	30.0	445.0	1.0	0.0	1.0
840	10820	10793.0	16.0	4467.0	4467.0	0.0
841	22188	22154.0	17.0	8159.0	8159.0	0.0
842	22349	22317.0	24.0	7895.0	7895.0	0.0
843	35055	35018.0	22.0	8192.0	8192.0	0.0
844	14728	14700.0	16.0	6311.0	6311.0	0.0
845	527	31.0	490.0	1.0	0.0	1.0
846	19133	18969.0	149.0	5701.0	5700.0	1.0
847	388	22.0	365.0	1.0	0.0	1.0
848	12240	12218.0	12.0	5525.0	5525.0	0.0
849	408	23.0	378.0	1.0	0.0	1.0
850	7576	7254.0	281.0	3615.0	3609.0	6.0
851	397	22.0	365.0	1.0	0.0	1.0
852	395	22.0	366.0	1.0	0.0	1.0
853	395	22.0	366.0	1.0	0.0	1.0
854	410	22.0	383.0	1.0	0.0	1.0
855	7208	7191.0	7.0	3902.0	3902.0	0.0
856	17875	17849.0	15.0	7182.0	7182.0	0.0
857	24303	24260.0	22.0	7895.0	7895.0	0.0
858	22864	22806.0	38.0	7895.0	7895.0	0.0
859	6495	6489.0	3.0	2352.0	2352.0	0.0
860	8859	8847.0	6.0	3283.0	3283.0	0.0
861	22349	22307.0	23.0	8159.0	8159.0	0.0
862	8544	8518.0	12.0	4426.0	4426.0	0.0
863	386	23.0	357.0	1.0	0.0	1.0
864	386	22.0	357.0	1.0	0.0	1.0
865	390	22.0	361.0	1.0	0.0	1.0
866	10051	10014.0	24.0	4168.0	4166.0	2.0
867	432	27.0	395.0	1.0	0.0	1.0
868	391	28.0	356.0	1.0	0.0	1.0
869	12383	12366.0	7.0	4096.0	4096.0	0.0
870	6356	6350.0	3.0	2771.0	2771.0	0.0
871	384	22.0	355.0	1.0	0.0	1.0
872	388	22.0	356.0	1.0	0.0	1.0
873	17161	17126.0	22.0	7030.0	7030.0	0.0
874	17197	17170.0	13.0	5848.0	5848.0	0.0
875	14617	14577.0	24.0	6566.0	6566.0	0.0
876	14969	14867.0	92.0	4991.0	4989.0	2.0
877	10496	10466.0	16.0	5375.0	5375.0	0.0
878	16642	16610.0	15.0	7945.0	7945.0	0.0
879	385	22.0	354.0	1.0	0.0	1.0
880	381	22.0	353.0	1.0	0.0	1.0
881	384	22.0	355.0	1.0	0.0	1.0
882	12548	12520.0	13.0	6377.0	6377.0	0.0
883	453	30.0	413.0	1.0	0.0	1.0
884	423	29.0	394.0	1.0	0.0	1.0
885	7707	7692.0	3.0	4498.0	4498.0	0.0
886	22564	22532.0	20.0	8192.0	8192.0	0.0
887	385	22.0	354.0	1.0	0.0	1.0
888	5585	5443.0	135.0	2457.0	2454.0	3.0
889	382	25.0	350.0	1.0	0.0	1.0
890	385	22.0	354.0	1.0	0.0	1.0
891	17806	17780.0	18.0	4734.0	4734.0	0.0
892	11824	11811.0	5.0	3691.0	3691.0	0.0
893	5872	5857.0	7.0	3047.0	3047.0	0.0
894	10087	9862.0	215.0	4447.0	4444.0	3.0
895	19061	19028.0	23.0	7973.0	7973.0	0.0
896	383	22.0	354.0	1.0	0.0	1.0
897	386	22.0	355.0	1.0	0.0	1.0
898	15313	15287.0	14.0	7604.0	7604.0	0.0
899	449	30.0	411.0	1.0	0.0	1.0
900	14355	14324.0	18.0	6566.0	6566.0	0.0
901	7464	7445.0	11.0	2961.0	2961.0	0.0
902	14058	14040.0	12.0	6311.0	6311.0	0.0
903	20211	20170.0	20.0	7663.0	7663.0	0.0
904	16247	16221.0	12.0	7030.0	7030.0	0.0
905	8876	8862.0	8.0	3246.0	3246.0	0.0
906	15900	15870.0	14.0	7305.0	7305.0	0.0
907	8129	8003.0	118.0	2792.0	2791.0	1.0
908	15206	14966.0	226.0	5269.0	5266.0	3.0
909	20064	20037.0	13.0	7663.0	7663.0	0.0
910	402	26.0	369.0	1.0	0.0	1.0
911	11078	11053.0	16.0	6031.0	6031.0	0.0
912	17497	17466.0	19.0	7149.0	7149.0	0.0
913	31842	31799.0	19.0	8192.0	8192.0	0.0
914	6871	6854.0	11.0	2882.0	2882.0	0.0
915	378	22.0	356.0	1.0	0.0	1.0
916	3126	3111.0	8.0	1437.0	1437.0	0.0
917	384	22.0	357.0	1.0	0.0	1.0
918	8341	8322.0	9.0	2250.0	2250.0	0.0
919	445	30.0	408.0	1.0	0.0	1.0
920	431	22.0	398.0	1.0	0.0	1.0
921	17197	17168.0	19.0	6521.0	6521.0	0.0
922	5219	5078.0	136.0	2257.0	2256.0	1.0
923	386	22.0	355.0	1.0	0.0	1.0
924	31603	31565.0	21.0	8192.0	8192.0	0.0
925	385	22.0	356.0	1.0	0.0	1.0
926	8689	8672.0	8.0	3160.0	3160.0	0.0
927	12057	12029.0	15.0	4150.0	4150.0	0.0
928	13524	13380.0	129.0	5272.0	5271.0	1.0
929	9011	8978.0	24.0	3957.0	3956.0	1.0
930	31719	31680.0	24.0	8192.0	8192.0	0.0
931	9064	8924.0	133.0	3766.0	3763.0	3.0
932	4904	4888.0	5.0	2255.0	2255.0	0.0
933	386	22.0	355.0	1.0	0.0	1.0
934	11256	11122.0	124.0	4533.0	4532.0	1.0
935	7429	7405.0	9.0	3664.0	3664.0	0.0
936	425	30.0	386.0	1.0	0.0	1.0
937	16232	16200.0	14.0	7030.0	7030.0	0.0
938	437	22.0	410.0	1.0	0.0	1.0
939	442	29.0	412.0	1.0	0.0	1.0
940	4782	4638.0	138.0	2385.0	2383.0	2.0
941	9748	9733.0	7.0	4197.0	4197.0	0.0
942	13181	13046.0	126.0	5281.0	5280.0	1.0
943	33412	33368.0	27.0	8192.0	8192.0	0.0
944	6431	6392.0	30.0	2954.0	2952.0	2.0
945	3172	3161.0	4.0	1714.0	1714.0	0.0
946	392	22.0	365.0	1.0	0.0	1.0
947	389	23.0	357.0	1.0	0.0	1.0
948	19820	19783.0	21.0	7663.0	7663.0	0.0
949	1511	1424.0	83.0	866.0	863.0	3.0
950	8740	8709.0	19.0	4071.0	4071.0	0.0
951	17857	17825.0	17.0	6413.0	6413.0	0.0
952	5300	5290.0	6.0	2704.0	2704.0	0.0
953	389	22.0	357.0	1.0	0.0	1.0
954	388	22.0	357.0	1.0	0.0	1.0
955	9775	9756.0	7.0	5290.0	5290.0	0.0
956	20335	20194.0	131.0	5902.0	5901.0	1.0
957	4745	4732.0	5.0	2409.0	2409.0	0.0
958	17467	17438.0	17.0	4127.0	4127.0	0.0
959	387	22.0	361.0	1.0	0.0	1.0
960	18794	18757.0	20.0	7973.0	7973.0	0.0
961	15845	15813.0	17.0	6233.0	6233.0	0.0
962	393	22.0	362.0	1.0	0.0	1.0
963	395	22.0	362.0	1.0	0.0	1.0
964	394	22.0	363.0	1.0	0.0	1.0
965	31906	31870.0	21.0	8192.0	8192.0	0.0
966	18501	18468.0	17.0	4096.0	4096.0	0.0
967	5349	5338.0	5.0	2684.0	2684.0	0.0
968	10024	10016.0	6.0	3267.0	3267.0	0.0
969	22882	22847.0	25.0	8192.0	8192.0	0.0
970	14483	14453.0	17.0	6566.0	6566.0	0.0
971	393	22.0	364.0	1.0	0.0	1.0
972	6388	6374.0	6.0	2075.0	2075.0	0.0
973	475	30.0	435.0	1.0	0.0	1.0
974	14020	13983.0	20.0	5971.0	5971.0	0.0
975	31598	31554.0	22.0	8192.0	8192.0	0.0
976	31721	31684.0	19.0	8192.0	8192.0	0.0
977	414	31.0	379.0	1.0	0.0	1.0
978	434	23.0	407.0	1.0	0.0	1.0
979	452	25.0	419.0	1.0	0.0	1.0
980	17860	17826.0	18.0	5892.0	5892.0	0.0
981	9391	9374.0	12.0	3794.0	3794.0	0.0
