Query Name,ResultDir,exit_status,macrobase.analysis.transformType,macrobase.loader.loaderType,macrobase.analysis.contextual.denseContextTau,macrobase.analysis.classify.outlierStaticThreshold,macrobase.analysis.contextual.numTuples,macrobase.analysis.contextual.pruning.triviality,macrobase.analysis.contextual.pruning.contextContainedInOutliers,macrobase.analysis.contextual.pruning.mad.noOutliers,macrobase.analysis.contextual.pruning.mad.containedOutliers,timeTotal,timeBuildLattice,timeDetectContextualOutliers,timeMADNoOutliersContainedOutliersPruned,numDensityPruning,numTrivialityPruning,numContextContainedInOutliersPruning,numContextsGenerated,numMadNoOutliers,numMadContainedOutliers,numContextsGeneratedWithMaximalOutliers,precision,recall,precisionRelaxed,recallRelaxed
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-11-15:09:00,Completed,MAD,POSTGRES_LOADER,0.01,3,1000000,True,True,True,True,135288,87786,47439,270,7211,344,5,18597,125,16838,1634,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-11-15:13:20,Completed,MAD,POSTGRES_LOADER,0.01,5,1000000,True,True,True,True,133541,70007,63469,403,7214,344,2,18613,141,16835,1637,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-11-15:17:46,Completed,MAD,POSTGRES_LOADER,0.01,7,1000000,True,True,True,True,174546,87092,87394,348,7214,344,0,18616,144,16839,1633,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-11-15:22:52,Completed,MAD,POSTGRES_LOADER,0.01,9,1000000,True,True,True,True,157000,78837,78104,348,7214,344,0,18616,144,16867,1605,,,,
fed_disbursements1000000,/home/x4chu/ContextualOutliers/macrobase/bench/contextual/workflows/fed_disbursements1000000/11-11-15:27:40,Completed,MAD,POSTGRES_LOADER,0.01,11,1000000,True,True,True,True,149218,88008,61153,288,7214,344,0,18616,144,16891,1581,,,,
