NumSuspiciousTuples	AverageTime	LatticeTime	DetectTime	NumGeneratedContexts	NumMADNoOutlier	NumContextsWithMaximalOutliers	TrialTimes
1	7293.28	4.631	1.973	2.251	2.225	0.026	[24499, 1835, 9855, 1386, 31423, 2913, 1670, 2969, 4709, 1089, 1115, 1109, 23030, 6747, 3900, 3139, 2400, 1126, 1118, 2365, 10987, 1126, 1646, 14240, 6475, 1019, 16262, 2809, 24810, 1225, 14867, 1649, 472, 16769, 12312, 3264, 1719, 12908, 1732, 3162, 24952, 22419, 1132, 1791, 18845, 1068, 1119, 10356, 19092, 12035, 9347, 9675, 7838, 3315, 3123, 4318, 3160, 3634, 2226, 1729, 5441, 2954, 2464, 8287, 22173, 1118, 4267, 1267, 2628, 18363, 3736, 2158, 2393, 19347, 12768, 3030, 19134, 3904, 18225, 8898, 23504, 1847, 6684, 2852, 5685, 3272, 2252, 11285, 693, 1451, 2893, 1688, 1132, 19598, 11869, 10959, 1456, 2999, 2420, 11026, 18602, 10060, 3043, 1743, 2361, 992, 6965, 2256, 12261, 907, 18286, 1152, 2093, 4545, 9392, 1409, 800, 2756, 3854, 1137, 9427, 20918, 13358, 1611, 1103, 19034, 3634, 4121, 17987, 1981, 2318, 1764, 3313, 2910, 2613, 16434, 3619, 6671, 4197, 7262, 5286, 3066, 1118, 5738, 19737, 6529, 10638, 3937, 2433, 3186, 3925, 17921, 1711, 19714, 13782, 17638, 18036, 1977, 2647, 7298, 2161, 2484, 16975, 3718, 14054, 16760, 24053, 13886, 21384, 1754, 15690, 10547, 1149, 8604, 18840, 16050, 1310, 17701, 2601, 3264, 21540, 20496, 2473, 12675, 1484, 15801, 4132, 3289, 3831, 18358, 7137, 2234, 4417, 8281, 22568, 1747, 1144, 1362, 3494, 2104, 2990, 4550, 1145, 18417, 17357, 2198, 1117, 1496, 941, 2179, 993, 16740, 707, 2660, 16295, 10009, 1401, 9055, 5105, 14780, 23462, 3093, 5218, 3154, 1167, 2246, 5176, 12882, 15308, 22890, 3270, 6699, 3678, 17338, 4689, 8024, 15013, 1121, 5559, 2390, 1285, 3635, 4009, 1597, 4405, 17322, 18659, 6030, 2684, 15345, 1845, 9759, 13583, 16599, 5526, 987, 11463, 13428, 7236, 7433, 9923, 13801, 4480, 6100, 9076, 1778, 3075, 7220, 3548, 6621, 2774, 1119, 7701, 11665, 8340, 19378, 1452, 2422, 23718, 25582, 2163, 1083, 1645, 9170, 3451, 17033, 4277, 1986, 3868, 10276, 4743, 1128, 2220, 11911, 3465, 1167, 7525, 6596, 2858, 5094, 1816, 3226, 12463, 2152, 4983, 6457, 13380, 1365, 19888, 12374, 2546, 3723, 1809, 1045, 4214, 1132, 3528, 2583, 9906, 1143, 11498, 5753, 1931, 1141, 1142, 1148, 7074, 3010, 17148, 1327, 17753, 6649, 4196, 1126, 9287, 4983, 6577, 1614, 10902, 3293, 4287, 14183, 1151, 15665, 21828, 2055, 1128, 14468, 7349, 23857, 1409, 1119, 1088, 4694, 21271, 1548, 21578, 1810, 1834, 11128, 10654, 7933, 15362, 4403, 3507, 21848, 10985, 1137, 3721, 3346, 1995, 1504, 8639, 7191, 1122, 17958, 4024, 2915, 1846, 641, 1787, 1200, 17611, 2337, 1277, 2617, 9570, 6030, 1154, 11704, 14648, 2199, 1129, 9750, 12095, 7887, 4181, 1224, 2486, 3433, 13625, 1791, 12182, 1864, 4149, 4935, 22534, 1609, 4365, 3998, 15712, 21801, 3967, 8848, 16216, 23390, 1501, 5343, 1023, 2578, 2848, 2037, 5094, 1129, 15800, 21693, 19173, 2026, 10179, 1138, 8847, 10415, 18448, 1999, 1137, 13586, 9831, 17208, 18962, 1830, 12555, 2401, 2361, 4402, 6984, 626, 3003, 1122, 3147, 20247, 1772, 3883, 17084, 2286, 7051, 1259, 7388, 1324, 1785, 1142, 671, 1874, 1811, 2159, 1034, 1124, 20130, 9944, 4109, 2600, 1769, 1674, 18157, 16681, 14071, 2452, 2541, 2215, 1793, 2824, 15470, 1321, 1201, 3992, 5562, 1254, 4450, 1187, 7319, 22950, 18476, 9464, 2998, 2659, 21028, 15495, 9267, 14012, 2775, 8755, 9117, 20719, 13559, 1954, 6335, 10270, 15474, 1291, 18739, 1205, 4456, 1915, 27049, 1157, 19168, 2750, 1138, 19316, 4088, 21311, 4537, 2845, 3779, 16277, 23596, 9505, 601, 6404, 1924, 18616, 17780, 1114, 6344, 24203, 17764, 2966, 23667, 14537, 734, 3532, 1486, 17922, 9800, 1977, 10687, 7242, 9738, 1738, 19464, 4140, 5744, 21081, 8350, 2744, 1146, 8869, 1463, 1842, 3161, 1691, 9384, 2072, 6617, 3269, 6767, 1908, 16953, 6884, 1294, 1141, 623, 1721, 555, 5141, 1360, 21059, 19767, 2301, 8971, 1200, 14731, 3692, 2230, 21586, 3542, 3695, 9964, 8173, 2314, 6914, 6410, 19390, 11813, 2346, 1515, 1877, 7859, 14486, 3892, 4375, 4670, 18025, 5293, 954, 1045, 21379, 23785, 3489, 15772, 1492, 9609, 6985, 10716, 23208, 1646, 4843, 7012, 4231, 17986, 9665, 4713, 1930, 651, 1955, 23527, 1892, 20251, 4506, 6034, 1698, 2959, 3282, 1176, 7348, 2642, 11618, 15894, 2032, 7628, 3112, 20351, 2239, 14122, 2713, 1456, 1978, 8718, 3418, 15015, 4872, 16039, 1435, 3109, 3708, 6493, 14001, 2816, 1125, 5011, 7593, 2324, 20088, 10181, 17688, 1386, 1985, 18903, 1158, 2270, 3523, 1120, 1555, 1341, 17849, 2910, 5140, 783, 12385, 1458, 4894, 21324, 3016, 1462, 1134, 2346, 14397, 1413, 5184, 1884, 23313, 3613, 6694, 17343, 23712, 1143, 3658, 1143, 18197, 2741, 10595, 6207, 2282, 15555, 18517, 1540, 10364, 6220, 8636, 2389, 1991, 14850, 23755, 11543, 7032, 2274, 3778, 6913, 13123, 1747, 20892, 1143, 7504, 1152, 6810, 8639, 11945, 1345, 15437, 1133, 2675, 3928, 2516, 2640, 8744, 2249, 5859, 5803, 1428, 3084, 16822, 8855, 1847, 1827, 5931, 2314, 1140, 2047, 20645, 23241, 3232, 1136, 912, 1019, 20224, 10146, 15485, 839, 2106, 5763, 12066, 8056, 8754, 1151, 1789, 1645, 13180, 4201, 5733, 4491, 4517, 5699, 1137, 5104, 1511, 1431, 1119, 1731, 1385, 20825, 11654, 1123, 23724, 23123, 18692, 18709, 2647, 1119, 7644, 18289, 998, 7137, 2047, 23763, 2042, 16945, 2909, 11940, 1128, 23095, 6508, 6479, 4096, 3110, 16060, 9609, 4088, 6135, 4705, 1111, 3054, 8615, 15068, 13635, 4763, 20569, 4329, 1590, 3897, 5106, 2726, 9178, 1144, 1400, 16257, 1715, 14869, 2671, 1146, 18341, 5322, 11722, 11200, 4913, 977, 982, 8160, 5030, 18580, 3471, 3768, 1211, 2094, 4009, 5790, 8565, 8299, 5011, 1152, 6255, 10029, 5622, 16608, 2865, 17966, 13078, 12944, 2289, 20348, 3699, 14508, 6015, 1123, 14445, 3012, 17886, 2314, 17208, 2419, 7069, 5729, 21677, 277, 4222, 3297, 17237, 9982, 13716, 2599, 3651, 1803, 12654, 7737, 2103, 1879, 4389, 17677, 1284, 5747, 2256, 2409, 10840, 1143, 1739, 3346, 15516, 8060, 18958, 6289, 13622, 2888, 5576, 4685, 1315, 2477, 1320, 8047, 15447, 2187, 5454, 21817, 4739, 13411, 2077, 1122, 4158, 8773, 8447, 1785, 20904, 6239, 12660, 1694, 17382, 3100, 15186, 2491, 2395, 1059, 3203, 5212, 11854, 12592, 1384, 4325, 2991, 7004, 2928, 1989, 4290, 1792, 2043, 1117, 6382, 6587, 7714, 1311, 1934, 4369, 1118, 3180, 23268, 7857, 761, 5128, 1407, 5708, 5350, 1118, 5375, 15203, 2311, 3577, 8497, 8850, 3916, 1126, 1747, 10187, 1124, 6198, 1912, 6556, 23672, 10011, 3090, 23415, 7837, 4939, 23334, 1379, 3302, 2473, 18663, 1133, 7992, 4812, 1262, 1742, 1118, 2693, 2645, 2603, 2453, 18497, 3974, 2411, 7393, 15629, 1375, 6615]
